File_ID,Max_Temp,Avg_Temp,Avg_Discharge_Load,Cutoff_Voltage,Capacity_Ah,Battery_ID,Cycle_in_Battery,RUL
53,12.186162994585318,8.388106987601862,0.9989433150461876,2.481264290061195,1.372173191207323,1,21,195
55,11.147409475641334,8.304841644444155,0.9988068791837494,2.487540187711501,1.321628995162735,1,22,194
57,11.681014963080823,8.319029412369582,0.9985415333431112,2.4907582384317,1.310802042918047,1,23,193
61,11.29683746494969,8.401755924951388,0.9978750591581058,2.493163832069928,1.2969083287522991,1,24,192
63,11.88239860330653,8.395347720509116,0.999192550425453,2.479240941037315,1.2951907543558687,1,25,191
65,11.79170575767619,8.419292173692186,0.9986749467627316,2.4915265338912347,1.2784596639545633,1,26,190
67,11.72661603963688,8.293327119939335,0.9974120790687706,2.495727313119633,1.26702976579965,1,27,189
69,12.464631760563272,8.49190236531868,1.0012611494596309,2.4979742120513757,1.2613595677836171,1,28,188
73,11.863547747838409,8.437149776270967,0.9975908962365796,2.495109477398993,1.2512925480917474,1,29,187
75,12.460832791038596,8.429621946088576,0.9986484518139436,2.4851956352139384,1.2507704292296618,1,30,186
77,12.213639136225725,8.46306110156025,0.9987472813404836,2.4873308484835266,1.2408674714167318,1,31,185
79,11.534784991217848,8.459204966688853,0.9988826270225112,2.488620645344286,1.2255165322797974,1,32,184
81,12.42977502748968,8.493224799915222,0.9976143324063644,2.476969143594387,1.2238235028517217,1,33,183
85,12.428323073625249,8.466232868159803,0.9986321522662404,2.4790054948940434,1.2951554189056111,1,34,182
89,12.48741336421358,8.553128334903379,0.9975353876339268,2.479600589435018,1.30248493900886,1,35,181
91,11.343734065329729,8.342818484380935,1.0005201322759871,2.46837363838224,1.2804196707963862,1,36,180
93,12.641653349352346,8.481468325698998,0.9990584594637684,2.497016493627855,1.2672449550468228,1,37,179
95,11.969937687736325,8.425193812256257,0.9979572313546616,2.4751740867556524,1.2507272535988154,1,38,178
97,11.438399477589398,8.471726206300676,0.9985176632293312,2.499811739255094,1.2338753472075337,1,39,177
101,12.144441411939049,8.510483818712029,0.9982543809866457,2.494550023378076,1.2283008633123607,1,40,176
103,12.67224284322037,8.530222967717657,1.0001312935854785,2.477337702429082,1.2273625166557471,1,41,175
105,11.984785271459067,8.420605358837513,0.9979392762794396,2.478325379623597,1.209281897778048,1,42,174
107,12.101959002780742,8.51215713252602,0.999100265494274,2.494831087986124,1.1997966451615996,1,43,173
109,12.396974763839234,8.54602737861718,1.0171989370447034,2.495678140540268,1.193874692924671,1,44,172
113,11.455115215105929,8.4485741292899,0.9986136164374132,2.4729308126474736,1.1871701461160546,1,45,171
115,11.39345446641458,8.334392904335672,0.9974310644719284,2.494578415325497,1.1780263102321438,1,46,170
117,12.6352725981059,8.548983420432004,0.9979515372361276,2.492546798627854,1.1803440003886885,1,47,169
119,12.45444631401429,8.545644001542279,0.9976588428393416,2.4752083843332136,1.174668879307302,1,48,168
121,12.18400994607025,8.530684068571667,0.9980113940759702,2.4974098896142385,1.1632553688835034,1,49,167
125,12.849012968534735,8.5880890540764,0.9999712649338626,2.470530852621601,1.170754824789683,1,50,166
127,11.44307926801482,8.520717953543993,0.9974683513415104,2.4800604125308974,1.1557056003379853,1,51,165
129,12.895633770945397,8.509426489984776,0.998613125908309,2.482310382215253,1.1589066184592067,1,52,164
131,11.573902587010837,8.454153696786289,1.000314056557349,2.499914991218416,1.1408248352146786,1,53,163
133,10.553052640742196,8.047459499367323,0.9976532128149662,2.994695135525109,0.9849039662868909,1,54,162
137,11.984288635557064,8.476574571858773,0.9989815716960124,2.47468810834507,1.233905749900473,1,55,161
141,12.836265571184011,8.567006275916873,0.997917941666946,2.4936019875098454,1.236197039951197,1,56,160
143,12.655987301395294,8.607327084258758,0.9980570526982784,2.4794043785439617,1.225739590695446,1,57,159
145,12.20963360823446,8.707959029152644,1.0010833967174453,2.495823360233662,1.2073574320161247,1,58,158
147,12.780134013784457,9.003534328496398,0.9969202436286994,2.4834980820953168,1.2021002149164135,1,59,157
149,12.658108002877777,9.02852617906244,0.997543073671386,2.4920392941768497,1.1909467689430313,1,60,156
153,13.24936801902594,9.027729535660669,0.9975286494682144,2.488243242390158,1.1978008520410302,1,61,155
157,13.102537521023756,9.071608131387514,1.006932903094604,2.498187334581169,1.204570098801115,1,62,154
159,13.019156020970016,9.050284055951,0.9983451614477944,2.4982213366801296,1.194231174285528,1,63,153
161,12.612257184300963,8.986064263951343,0.9976242692758268,2.4715997205282143,1.1835401814163733,1,64,152
163,12.968805846071126,9.036875447987502,0.99985435313252,2.4972991957929973,1.1739495608589763,1,65,151
165,9.05446951177611,7.698431744424151,0.9971825301175916,3.427057522273196,0.5453200095310401,1,66,150
169,13.123905320087225,9.095394308322597,0.9974759876799106,2.475863858583421,1.261190083270381,1,67,149
173,13.179418154583676,9.009063913586548,0.9988968847011238,2.482088014003299,1.238828983563344,1,68,148
175,12.742282067813369,8.958051495293551,0.998023029768851,2.484545959502679,1.2255106191743477,1,69,147
177,13.23162562344335,8.972563208541265,0.998068559065162,2.481724014979985,1.2132197217705258,1,70,146
179,12.857920538298638,9.037146843138395,1.000419995099013,2.475682459777723,1.1985503359136358,1,71,145
181,12.67528068575023,9.009035929017505,0.9976414843513568,2.4992087242533025,1.1884531616634397,1,72,144
185,15.71039018923076,9.485217152757082,1.009116495266992,1.990881848788414,1.2128022183668825,1,73,143
189,16.327881769438125,9.412485833762908,1.0087426406516653,1.987597263698,1.073882002366448,1,74,142
191,16.190453016227536,9.14441346005273,1.0090556479293218,1.9885380767186824,1.0312660192261873,1,75,141
193,16.44564599364816,9.074180330499932,1.007865061542852,1.969241613952096,1.0009278888010236,1,76,140
195,16.652821920677077,9.063698357219925,1.0092390728045402,1.9830542841988097,0.9765239851939249,1,77,139
197,16.626045153527933,9.076577071060372,1.0082097757590034,1.980464521626357,0.9568339226672333,1,78,138
201,16.231693733501764,9.265023738219778,1.0081874076413238,1.9822192378370669,0.9337346551339416,1,79,137
205,16.185673883928935,9.339350112299787,1.0098943079946223,1.9987122390470569,0.9515514914534959,1,80,136
207,16.52621032903044,9.308634523153344,1.0088447706775023,1.97927314966301,0.9348358541352807,1,81,135
209,15.196414604557985,9.254145206672922,1.008540571989902,1.9640518711887227,0.9180568154220529,1,82,134
211,16.354435553014117,9.291749311540086,1.0084157672653469,1.9965583229383292,0.9046016061544674,1,83,133
213,15.57016420519042,9.310447961834724,1.0088566807748427,1.9676140964966768,0.899460272468918,1,84,132
217,16.481904111846188,9.29775486780575,1.0080424431902402,1.98770164017674,0.9171042156644478,1,85,131
221,16.686364651804713,9.245632947295453,1.0087189699625896,1.99572402940065,0.937598187647872,1,86,130
223,16.527315358470222,9.21860683892004,1.010914036070883,1.9723902186884,0.9175910201211442,1,87,129
225,16.325076195754107,9.19413015419709,1.008249683063318,1.976007577264544,0.8965712660816028,1,88,128
227,16.18780234880546,9.188267060937262,1.0084247134366529,1.9786838559411903,0.8824972412677624,1,89,127
229,16.54868871782283,9.211910760834266,1.007946613751651,1.9866467601774969,0.8749430564871185,1,90,126
233,15.893386512216576,9.15685740939557,1.0076971244709267,1.9915335628511552,0.8622476679056046,1,91,125
235,11.62448622814209,8.865755104549711,1.0079890306492827,2.942421777794815,0.6613523832548286,1,92,124
237,16.273556126855052,9.104538013834128,1.0082380238297786,1.9935644864605024,0.8676977964263624,1,93,123
239,16.57769275391533,9.196243634400288,1.008015294958034,1.9937078109097683,0.8543321440659494,1,94,122
241,16.451931737613187,9.224293881462565,1.0101830059414636,1.984098818516829,0.8460947337304512,1,95,121
245,16.660404158556567,9.239291915944644,1.0094830851519123,1.9818309446595743,0.8392317095199604,1,96,120
247,16.192781213892964,9.220514425854448,1.009270147494984,1.9984963466197727,0.8366760241642744,1,97,119
249,14.742856005940368,9.140591023627803,1.0108313950708208,1.9886589228929203,0.8264122469631999,1,98,118
251,14.693521549329,9.05273466167465,1.0080797400452108,1.983664414073366,0.8210877207955982,1,99,117
253,15.86983818237976,9.311519157220646,1.008906381541965,1.9705703151314151,0.8225520449650955,1,100,116
257,14.829662137922766,9.167853966731156,1.0084556602023516,1.971779249329659,0.8113760512283276,1,101,115
259,15.906462051621896,9.287848514483294,1.00994980914745,1.9938420365930107,0.818153552025326,1,102,114
261,16.353770501511462,9.322184761530549,1.0082413706235676,1.9993629637641337,0.8155401711889894,1,103,113
263,15.076528277493722,9.289681276195049,1.0081786693703223,1.9932756058141663,0.8099687976403922,1,104,112
265,16.045850353764667,9.365909184464234,1.0080303326541913,1.9801057444800891,0.8078976204819196,1,105,111
269,16.24823467681854,9.328022708662925,1.0082541248682169,1.9944009127947364,0.8193512672752121,1,106,110
273,15.761879553141288,9.373114023056761,1.0086099504503174,1.9913126738513705,0.8500918362741617,1,107,109
275,16.349393593197068,9.306835708093752,1.0089146761829488,1.9818085465777888,0.8471337462371368,1,108,108
277,16.22246271510604,9.339526786032339,1.011018341220977,1.999993313622792,0.8251184221641766,1,109,107
279,14.780023826016944,9.1327535688995,1.0088132806643768,1.97465958029416,0.8119600860886751,1,110,106
281,16.357147782799643,9.343849839453913,1.0088474838548318,1.978180955008712,0.8173677125530271,1,111,105
285,15.304013119865168,9.257582649630315,1.00822558167956,1.9845097801200728,0.7946373553739461,1,112,104
287,16.298057069520368,9.38425161776499,1.0089040108456189,1.9921664972023336,0.8047276941940891,1,113,103
289,15.088230300481198,9.144982402264807,1.008891006761111,1.9991203083414104,0.773719368090881,1,114,102
291,15.201775291002932,9.26257479341655,1.0086883164534273,1.9790832878431532,0.7876492414399752,1,115,101
293,15.820509282900383,9.40011028670591,1.008109937595666,1.9986367632788744,0.7848625122010218,1,116,100
297,15.58071439830652,9.419332811255556,1.0087699262516547,1.9713723245890475,0.7857271921048167,1,117,99
299,14.525034072927795,9.207828068558017,1.0089150089693268,1.98430560045228,0.7793223757297072,1,118,98
301,16.256345838594637,9.478974220669317,1.0103825696902464,1.9946795397137125,0.7811886492230383,1,119,97
303,15.916519503570711,9.37536325812961,1.008360553211059,1.9789936656967484,0.7745041075561339,1,120,96
305,15.322696472607957,9.348977069227304,1.0094489912636213,1.9690947658783289,0.7680682014640419,1,121,95
309,16.435471374813734,9.539830147989116,1.0088647594062352,1.9951107736579323,0.7692118485234382,1,122,94
311,14.7528730574534,9.436879605277216,1.0085879672096902,1.965197509539028,0.7702463385827433,1,123,93
313,16.57328291132994,9.4879310296259,1.0081206341074491,1.9820270227741767,0.772254737124969,1,124,92
315,14.528444176948046,9.300314416191522,1.012324540932804,1.9731005832473116,0.757368014236517,1,125,91
317,15.828293567742277,10.076022301978172,1.0095045117473536,1.9974420919351863,0.7581106988767381,1,126,90
321,15.05093934814998,9.254842453288928,1.0083299001575527,1.9759474231215743,0.7720259268267412,1,127,89
325,16.878888140585346,9.58411609363967,1.0094473741371577,1.9944210992064384,0.8100889821766182,1,128,88
327,16.752865016509336,9.566905713744635,1.0100876092585305,1.972391693643957,0.7991821304699636,1,129,87
329,16.630725230629476,9.486246140892044,1.0110407655502038,1.9932621672542288,0.7839624596401601,1,130,86
331,15.270710849004711,9.492943245052498,1.0078016297171766,1.9848873247448808,0.7734492665896293,1,131,85
333,16.438070093673065,9.621291466671476,1.0081100082305772,1.9683654551310577,0.7742790059433127,1,132,84
337,15.659914658719188,9.480811280043975,1.009973121232977,1.9924043536128275,0.7467410407470679,1,133,83
341,15.265721279585906,9.448949676434,1.0110530492189724,1.9776141524479487,0.7485153234018784,1,134,82
343,15.459947276103474,9.522656892771677,1.0077262022738762,1.996982635601323,0.7666623097027809,1,135,81
345,16.472719613709117,9.570096566546104,1.0088787623235531,1.9822999400765693,0.7676713276255543,1,136,80
347,15.321947787344948,9.488568418373822,1.0075105897625538,1.9703495135592828,0.7525689042465781,1,137,79
349,11.709111497619928,8.948370017570232,1.00811996758102,2.9329708174243927,0.5513955825712319,1,138,78
353,15.469187485474004,9.378195494421618,1.0068312874472778,1.980504790064301,0.7759812097348777,1,139,77
357,15.90915813248566,9.495184531517388,1.0077613985685372,1.9754246490329652,0.786515083764847,1,140,76
359,16.128312311530546,9.474914433741436,1.007878767792016,1.9843068510361204,0.7753624877007115,1,141,75
361,15.803292200329722,9.411639640493867,1.0110523170001116,1.9881721268958945,0.7589768442629014,1,142,74
363,15.46350630780127,9.476832839675836,1.009350303830025,1.9809529177782503,0.7562396439146417,1,143,73
365,16.26952559815265,9.49822266009937,1.0077970558442526,1.9697892783360584,0.7491616159482564,1,144,72
369,10.85194413164328,7.9114909421254485,1.000740182998641,2.6876065414465464,1.660100520386815,1,145,71
373,10.829468947828506,7.958927971485882,1.0008913420360177,2.6835427959445024,1.5096729705996987,1,146,70
375,11.053444137693344,7.708927821830712,1.00468755228754,2.6769979855651798,1.5008903285707391,1,147,69
377,10.582379295049948,7.711890755969547,1.0003370114328405,2.6934384147921957,1.4803002351015344,1,148,68
379,10.227762694291696,7.733691649876036,1.0024109953994933,2.6967591738883163,1.4638488769174072,1,149,67
381,10.448166696977866,7.713793706750157,1.0007359400857092,2.6855475478766424,1.452945667210907,1,150,66
385,11.087645565750543,7.8513931260036465,1.002031773364646,2.691750203742161,1.453729623984171,1,151,65
389,10.331525897326843,7.905320525605018,1.0007316751284792,2.689384375743919,1.4463824321551688,1,152,64
391,10.695473118282326,7.847675607740912,1.0005511265640192,2.6855540838129546,1.4347231770549402,1,153,63
393,10.588614300598088,7.926506175979814,0.99971357088635,2.689152622424136,1.4192437176921546,1,154,62
395,10.7107611721746,7.937097401174621,1.0019089598735609,2.678956108681276,1.407720865777498,1,155,61
397,10.52686289722462,7.9661274485105595,1.0010368726226484,2.688287422782237,1.392286351869802,1,156,60
401,10.680714357791624,7.886742523689043,1.0014340929938248,2.680621623320638,1.4217028139200774,1,157,59
405,10.479304841863389,7.810373532807223,0.9997588632259335,2.693587841641054,1.4210755268640969,1,158,58
407,10.378581035006627,7.869709498966687,0.9998144854501804,2.6905447145318244,1.406277542895564,1,159,57
409,10.851484720266557,7.873285917762758,1.00055829140422,2.6889512479861937,1.3936169461388426,1,160,56
411,10.70498211965856,7.888295790156799,1.000296719098956,2.6767423992621824,1.3769943044038497,1,161,55
413,10.26828159930382,7.90514873318139,0.9998388108585378,2.692752260117709,1.3565407853521174,1,162,54
417,10.42028909453994,7.9278743808781424,0.9997539612146188,2.69610071870072,1.3460645880164355,1,163,53
419,8.382812028066311,7.084065434295192,0.9993706702918804,3.4429735829245125,0.6555552888931894,1,164,52
421,11.025933551300648,7.950376644939932,0.9998450687021054,2.6813752744142234,1.3744584940464464,1,165,51
423,10.196289899952207,7.891054732187375,1.0005731202327626,2.6946752970811247,1.3204708672123344,1,166,50
425,10.67776116366158,7.911933312913009,1.0035187304131965,2.6954700046169733,1.313381261166544,1,167,49
429,10.197605675555666,7.9731250548171255,1.0002204688393834,2.696945913635699,1.2991162399166147,1,168,48
431,10.817583822184044,7.988820643678426,1.00063095764688,2.678219557836974,1.3016151046440356,1,169,47
433,10.516072793190034,7.990220402102304,1.0004747296268892,2.6929901554909765,1.2847079185589771,1,170,46
435,10.549697060839051,7.882690956878554,1.006586673096361,2.684969781882089,1.2773727677235291,1,171,45
437,11.262651366620426,8.054682377673142,1.0026150245180556,2.6836073579697186,1.2756298002771973,1,172,44
441,10.67022537319244,7.989516678064296,1.0001495156365343,2.6880496504528555,1.2615056295753135,1,173,43
443,11.290252755528313,8.031961049301984,1.000662603416492,2.6866245843324728,1.265259079123324,1,174,42
445,10.973350060572036,8.043229181254354,1.001004029933717,2.698617918096401,1.2512713415680163,1,175,41
447,10.3391489283262,8.03181115051043,1.0009807316550958,2.699107325579607,1.236102233620763,1,176,40
449,11.22843469416495,8.097013437245893,1.0015794381065346,2.6835548325192,1.2421589936730353,1,177,39
453,11.142187018109254,8.022533123805395,1.000338666801855,2.681569834191177,1.3057672504252746,1,178,38
457,11.266783334689707,8.108172025448226,1.0008223865758237,2.683679055503892,1.3171857435424772,1,179,37
459,10.42585253276335,7.8977220071348055,1.0014803549820417,2.682654869893668,1.2909671667129274,1,180,36
461,11.216029100406416,8.04149350152151,1.0011333619216,2.682384467590376,1.2897848219423516,1,181,35
463,10.782099455149345,7.954120438181095,1.0008607894638553,2.686240486840372,1.2694454309750303,1,182,34
465,10.321202935071105,7.997450587692992,1.000768040220572,2.6969281633328235,1.2526910553890116,1,183,33
469,10.97070399517944,8.033089769228212,1.00042503459904,2.697244348677796,1.25086565125708,1,184,32
471,11.121182366824469,8.032822875095608,1.0015325180388504,2.682663772646134,1.2500860482002165,1,185,31
473,10.805368665446066,7.971994643634386,1.0062480227973458,2.6897565950033164,1.232187514831649,1,186,30
475,10.90427632418744,7.985840586212385,1.000237361904988,2.6851150517360427,1.2265269324534314,1,187,29
477,11.177549576040898,8.055923800450703,1.0009932577793423,2.691698678764574,1.2207619805901888,1,188,28
481,10.375532122783676,7.982156595851859,1.0006542561971037,2.688395997689043,1.2059094764755247,1,189,27
483,10.314092555911314,7.842796481143621,1.0009626594711905,2.696650926823416,1.1968950323511884,1,190,26
485,11.367431862943256,8.079939832789865,1.0010181767758786,2.6969697387700067,1.2073036016378,1,191,25
487,11.06954549641082,8.064765751727984,1.0003688126988763,2.6967087456075824,1.1976817721689499,1,192,24
489,10.977331626368253,8.047690080561159,1.000126079444024,2.6919470298999477,1.1910400632990095,1,193,23
493,11.25041370680882,8.077528255423264,1.0021900619093496,2.686563173222129,1.1936628244687884,1,194,22
495,10.261913330935936,7.993540199499143,1.0003664269909844,2.696173744376241,1.1747773478722996,1,195,21
497,11.209451387068038,7.973181959906695,1.0012571198673526,2.687805922420921,1.1862255603118086,1,196,20
499,10.39465598668322,7.915947250994455,1.0018658991684293,2.6954427225266566,1.1598313486855096,1,197,19
501,9.73523495959482,7.631644271961187,1.0001136128555836,3.078111316923791,0.9869211675096191,1,198,18
505,10.71880829888557,7.938268366482139,1.0023792621826997,2.6861121256233056,1.26150204683908,1,199,17
509,11.267543040114028,8.024531067354474,1.000168699926821,2.6816961536149058,1.2679914242027865,1,200,16
511,10.977215485451683,8.026701986317695,1.0029269600514006,2.6935260886313634,1.2493651075648007,1,201,15
513,10.698980931953203,8.083086131954136,1.0009156470599612,2.6819098951639786,1.2349380825158556,1,202,14
515,11.200778779435032,8.282945581406354,1.0001085078242802,2.6836569825858465,1.234089090333127,1,203,13
517,11.067122162658642,8.296254318972048,0.9997514170880324,2.686405541586876,1.2229041037949042,1,204,12
521,11.217197558663642,8.280354632475289,1.0014756423920743,2.685608364298082,1.2296675166128685,1,205,11
525,11.59325762914515,8.346898191755683,1.0292876659492052,2.685972991906515,1.2408253517056689,1,206,10
527,11.534047303435644,8.337878264565942,1.0011525386558742,2.689198249643033,1.2304968791762858,1,207,9
529,10.92572543982624,8.259622932500356,0.9994560675644152,2.6983204775942364,1.2116880522361329,1,208,8
531,11.346378697595553,8.290496900072908,1.0001444836054942,2.693240203211685,1.2103464601800829,1,209,7
533,8.56828741399406,7.381556529300557,0.9996934306535468,3.441548920019712,0.5465858880758346,1,210,6
537,11.439171740202124,8.321321846834685,0.9998506480954517,2.6866110987705887,1.3020650221278935,1,211,5
541,11.147240167890732,8.23807744072398,1.0004944197478995,2.699083135691788,1.271290833286672,1,212,4
543,10.831285577855546,8.189029507624946,1.0008604029243209,2.6907134698484554,1.2576714205068007,1,213,3
545,11.236293148641268,8.234868029314756,1.0019448914018847,2.684500860538322,1.2541212919071836,1,214,2
547,11.08616967823061,8.238279702155017,1.0012709000931328,2.687835669252526,1.237499344991308,1,215,1
549,10.751912617606896,8.219372551773532,1.0011831011426036,2.690437364566134,1.2252805362982344,1,216,0
553,13.880080551261509,9.035891964302168,1.01435518394686,2.1792997733612083,1.7962465336918838,2,1,287
557,12.941526372487642,8.872109574065124,1.0149368694391114,2.1744736968146285,1.5761614507666688,2,2,286
559,13.359691095670462,8.6284456728549,1.014076992350372,2.195666899317151,1.5594934823124262,2,3,285
561,12.683911154117247,8.63136091760955,1.0139326738131618,2.1796283675041006,1.5462330507733306,2,4,284
563,13.065399804685724,8.67696820980418,1.0141216340191552,2.1952581561866973,1.533826059989014,2,5,283
565,12.802479603911388,8.714755394110101,1.0146327995843631,2.1940346005371705,1.5235149754595119,2,6,282
569,13.585554405586658,8.941517894800649,1.0146720016504305,2.1978529182010296,1.5203712548377248,2,7,281
573,13.94301293338268,8.956808204433374,1.0150359928774078,2.190965071547283,1.5251596851963682,2,8,280
575,13.134169173843691,8.857079944726477,1.0152062278681104,2.1866396618663058,1.5093185543527134,2,9,279
577,14.086951683642924,8.951187295260016,1.0155359732475864,2.183328288428697,1.4975086365568142,2,10,278
579,13.314723048488911,8.966158040889411,1.0142040713603584,2.169516718963703,1.485600106241552,2,11,277
581,14.173291675329546,8.972930848723113,1.0140802271588931,2.1506636217123933,1.4777651934397706,2,12,276
585,13.959348125513564,9.032800036514974,1.0152535112311678,2.1813781395662764,1.4968828957539437,2,13,275
589,13.523198161538613,8.8666091485246,1.0150882170381768,2.197114951660172,1.5077536922625192,2,14,274
591,13.750234723504356,8.91721938287038,1.0138597436043135,2.157995006136477,1.4925081995564464,2,15,273
593,13.400973711086476,8.923958703020183,1.0144360732666853,2.198419108542039,1.4719929241891894,2,16,272
595,13.648707282364962,8.991317663963024,1.014261294595994,2.151164339585934,1.4633500287471073,2,17,271
597,13.959820884900516,9.016720196858456,1.014489076885478,2.152208745567858,1.450873008718538,2,18,270
601,14.349640095291218,8.999593683204713,1.0134987135278009,2.165968185309718,1.4405127654515633,2,19,269
603,8.96387999471909,7.549065028670864,1.0096726635247664,3.4709356617126152,0.6623565707474798,2,20,268
605,13.720010432160604,9.073580268946476,1.013723806647551,2.199378116446157,1.488982364812498,2,21,267
607,14.214578668306734,9.035703497783533,1.0133151573794763,2.1709534591124666,1.4226434973030002,2,22,266
609,13.7206185074268,9.0428494070086,1.0145892320656984,2.1705625280743464,1.408614502080047,2,23,265
613,14.307049577086085,9.103478864398264,1.013852308100358,2.1762627754763426,1.401564043266911,2,24,264
615,13.73206507015365,9.08626820310501,1.0149029063735249,2.16031962283908,1.3920113951350357,2,25,263
617,14.550153842364988,9.113491912356011,1.0129489271534275,2.144904732455604,1.3830837741247242,2,26,262
619,14.437029519118854,8.977476169539525,1.013842187549723,2.196218583907234,1.3677657118290685,2,27,261
621,14.364000921258654,9.205520238536876,1.0136988771283435,2.1691838412748474,1.3626682564848398,2,28,260
625,14.693349843683665,9.14555330973735,1.014252701339216,2.1947559967284405,1.356207845172129,2,29,259
627,14.058016587648105,9.111354213090989,1.0140278357417702,2.1877179876194037,1.3478873139318932,2,30,258
629,13.779152574880364,9.163824507961877,1.0134629302760532,2.1508230766314127,1.3381518716854715,2,31,257
631,14.383739114376208,9.165326915001913,1.014033434715715,2.190167787518222,1.326859325226926,2,32,256
633,14.589504036127655,9.179753755489338,1.014031038623518,2.18851427579806,1.321228865341709,2,33,255
637,13.891154624298236,9.27415763140438,1.01490431160623,2.163748582486284,1.3699657528861091,2,34,254
641,14.673096336965486,9.271981913108279,1.0140051761194069,2.153820870810703,1.3933418172827392,2,35,253
643,13.896967367053858,9.033984664610193,1.0138060897113894,2.1856873619664867,1.3628987707652398,2,36,252
645,13.908543615362126,9.172120651818531,1.0150239115464577,2.1586585951828057,1.3494042190197646,2,37,251
647,14.617560660341365,9.093365400458568,1.014982845931098,2.149734467121552,1.3371710481882342,2,38,250
649,14.288124170416689,9.119927887302934,1.0139301973708983,2.180494984747436,1.320960257257565,2,39,249
653,14.875868929885128,9.185345552194319,1.013587060727205,2.1583931144361963,1.319073691259488,2,40,248
655,13.880179808466218,9.156968538676207,1.0133237853999737,2.1973084174346607,1.3015227577803867,2,41,247
657,14.631961684725407,9.08775088318824,1.0129735089678258,2.194834923129504,1.291356857190985,2,42,246
659,14.768164211079869,9.184456763175827,1.0140945273469484,2.153169565361056,1.2860342415471577,2,43,245
661,15.037938036453404,9.215049403610458,1.0146645679773671,2.1789077465484965,1.276372141013111,2,44,244
665,14.290141125898849,9.185331012909922,1.0135210185380688,2.16713614374112,1.269733184255902,2,45,243
667,13.996450231420782,9.046655941616262,1.0128647179210617,2.175632256591337,1.2602510717083564,2,46,242
669,14.935082428364884,9.26195924957788,1.0135831957851476,2.199283556452788,1.2542828515189717,2,47,241
671,14.99164974108056,9.252994157098664,1.0125088172166772,2.176786994904175,1.2488199239495175,2,48,240
673,14.811846373564524,9.26310734626783,1.0140396121078876,2.19883821425474,1.2391100859396953,2,49,239
677,14.247555903096725,9.331127163327569,1.016160339741845,2.165246924019346,1.2372322669200564,2,50,238
679,14.332240013732582,9.266824205941363,1.0136323841516852,2.159522238937832,1.2303958963195105,2,51,237
681,14.276871638701772,9.20992133972331,1.0151417452145364,2.1831972567411246,1.2211834097259973,2,52,236
683,13.777310967702926,9.1721362476023,1.0129399611534418,2.191895759269081,1.2111856655084314,2,53,235
685,11.441352869995514,8.57217147461004,1.014458126942988,2.957668027855621,0.997209388106576,2,54,234
689,14.96165525093106,9.25834987796474,1.0136804581659815,2.198908641131297,1.3229134578599708,2,55,233
693,14.622124863653871,9.311634785976043,1.0138752417282513,2.1759612427269523,1.3038853086061015,2,56,232
695,14.181162993443126,9.306501252940654,1.0134453544249995,2.1740843812957524,1.2807146822706417,2,57,231
697,13.989284902759552,9.361883663268088,1.0132265455749991,2.1699286892596934,1.2659989025655412,2,58,230
699,15.042601535042603,9.565977385225588,1.0127770109447685,2.15658205310809,1.2609210969073,2,59,229
701,15.027421071078606,9.613253810213061,1.0138936920010262,2.159229413482601,1.2501094306944318,2,60,228
