Cycle_in_Battery,Max_Temp,Avg_Temp,Avg_Discharge_Load,Cutoff_Voltage,Actual_Capacity
300,29.99082305216067,27.111295548910068,3.549319856061816,3.1560846077539164,1.5984488195234643
59,35.12264958974275,25.415992598327332,2.234228731349204,2.967400699562145,1.7751822514523226
272,40.92586026351328,32.81804879809979,1.9933150584565904,2.0143553387267827,1.4458594275701884
262,28.37645919266808,25.695226327351516,3.5886087168319034,3.1798811774827502,1.4958625179920293
250,29.592141679761287,26.52058165232816,3.5336015505561886,3.131704961713157,1.5039831792905864
6,32.01707420321111,27.17313879630384,3.292338720611327,2.954283687556596,2.054292104121508
309,55.29324534393817,40.21246241286748,4.031449814259553,1.793120582655924,1.5606641412543854
354,36.404593910301536,30.971239918679984,2.00062580916902,2.666855394758346,1.62530902314578
2,28.73478238508969,25.24857476578596,2.25656461730082,3.0402563294989644,1.8886256897448568
224,41.03226257370644,32.7394359440147,1.9966895581151056,2.1147331324879475,1.4757262879778916
156,35.84687241575459,30.73760557478901,2.002435123952101,2.628502877540015,1.7214872814061164
3,25.55080261730528,24.727306081931477,2.235241948526664,2.9392286761762976,1.8143106190856275
416,58.39749710695152,45.637274839353786,3.5873622213236045,3.241287626190024,1.73076882176652
252,40.65159637790841,32.40094040453025,1.9940355259074865,2.1314172797434523,1.450331183172271
8,43.07456793109374,34.34311925332076,3.977001193359909,2.47983581845354,1.855888414058129
431,62.50972828784737,54.36082826974155,4.028374864371009,2.182829076635093,1.683793630603027
66,28.863533412735592,26.154116748964707,3.6398333535482736,3.2254127540613813,1.696835651295324
143,27.6117972897856,25.267064116063818,2.236617647163672,3.126052541760997,1.7381568161031642
198,27.42182413159632,24.735851791602435,3.5789765669276385,3.1780783003265123,1.5265018901969416
221,54.77734925210607,38.5100324254832,4.031183913719146,1.7746653306163975,1.5173014864063994
59,51.18261676158976,36.58233147774771,4.0293423558858095,1.9632916036547936,1.677858172288453
183,28.122318422392247,25.2971919744268,2.2348380716081286,3.154216514569188,1.7200324906469016
75,40.18846095484838,32.11305439113157,1.993287600757209,2.1783847786257136,1.7018564078772058
26,30.676154239638752,27.86282722551892,3.2540241868870248,2.975299581249589,1.845835697625415
24,28.02462312003108,25.813447491927068,3.649266551493315,3.214431605796866,1.7388520121840578
44,28.10157886655292,25.517803859131764,3.641310786538748,3.214365446379843,1.7317288925311731
95,35.84592736676736,26.324795740744577,2.237185159903219,2.9694141956812534,1.759570586458336
217,37.79364766490138,27.52697445668887,2.237038590604525,3.0125564157542506,1.7059575741031168
213,57.637403832441095,39.21824541685028,4.031780531813977,1.880422567759453,1.9064077513175772
482,8.406830339250588,7.424942900733046,4.026286824191878,1.895888999773776,0.0656764483522095
249,36.0208142405918,25.711824903984965,2.236428082497803,3.072293670203753,1.6683861850843702
464,10.755318068306904,7.842738041749754,4.027903394302233,1.9253389098858813,0.0746434767915851
128,36.32515383321495,31.339643544788583,2.002809251194904,2.644225504233063,1.7295622663746977
85,40.431258866851486,32.23410177209761,1.9939693898192543,2.156097212664392,1.6761769576323122
25,39.32802757827611,31.5372402498617,1.995287894351176,2.075979330452076,1.8242584407474904
149,30.11536638731283,26.295278993185978,2.259929684740767,3.445872213255988,1.5880747040002996
94,29.34533677244953,25.474627913650306,2.2575471354309986,3.4601443516238364,1.655717758142052
207,36.473928280486426,25.733041491781904,2.235673903384627,3.0162313962028566,1.6995991414593674
242,36.228571111440864,30.93918723715448,2.001572594962202,2.690672074169337,1.659450156066754
9,24.80194888525516,24.137597579957852,2.2375927167885497,2.9491525862898578,1.795492618076329
88,29.205804963938984,25.328687996097223,2.2559698725759985,3.4323801576639834,1.6733466884732024
137,29.59702533136257,25.6527336441731,2.2580707743707293,3.450761952918757,1.594367057933732
